precursor	mirbase_id	chr	strand	start	end	type	intron_exon_pos	orientation_to_host	distance_upstream_exon	exp_mature	host_symbol	host_start	host_end	host_strand	Cerebellum	Heart	Testis	Brain	Kidney
hsa-mir-4661	MI0017289	chr8	+	92217713	92217787	intronic	7	sense	4693	hsa-miR-4661-5p	LRRC69	92114847	92231464	+	0	0.24	0	0.48	0.71
hsa-mir-3191	MI0014236	chr19	-	47730201	47730276	intronic	1	sense	5496	hsa-miR-3191-3p	BBC3	47724079	47736023	-	0	0.71	0	0	0.18
hsa-mir-1236	MI0006326	chr6	-	31924616	31924717	intronic	3	sense	1	none	RDBP	3213658	3220653	-	0	0	0	0	0
hsa-mir-4749	MI0017388	chr19	+	50357848	50357908	intronic	2	sense	48	hsa-miR-4749-5p	PTOV1	50354416	50363999	+	0	0	0	0.16	0
hsa-mir-4254	MI0015862	chr1	-	32224261	32224336	intronic	1	sense	5149	none	BAI2	32192718	32229648	-	0	0	0	0	0
hsa-mir-4656	MI0017284	chr7	-	4828196	4828270	intronic	12	antisense	271	none	AP5Z1	4815262	4834026	+	0	0	0	0	0
hsa-mir-1293	MI0006355	chr12	-	50627925	50627995	intronic	2	sense	14421	hsa-miR-1293	LIMA1	50569563	50677353	-	0.22	0	0	0	0
hsa-mir-3163	MI0014193	chr11	-	66701905	66701977	intronic	3	sense	17924	none	PC	66615997	66725847	-	0	0	0	0	0
hsa-mir-2909	MI0013083	chr17	+	35391042	35391110	intronic	11	sense	2060	none	AATF	35306175	35414171	+	0	0	0	0	0
hsa-mir-6083	MI0020360	chr3	+	124093179	124093284	intronic	10	sense	27067	none	KALRN	123813558	124440036	+	0	0	0	0	0
hsa-mir-136	MI0000475	chr14	+	101351039	101351120	exonic	1	antisense	0	hsa-miR-136-3p	RTL1	101346992	101351184	-	11.14	28.79	148.97	27.76	22.31
hsa-mir-611	MI0003624	chr11	-	61559967	61560033	exonic	1	sense	0	none	C11orf10	61556602	61560085	-	0	0	0	0	0
hsa-mir-5693	MI0019300	chr13	-	51922703	51922775	intronic	4	antisense	156	none	SERPINE3	51915168	51936239	+	0	0	0	0	0
hsa-mir-1271	MI0003814	chr5	+	175794949	175795034	intronic	2	sense	1365	hsa-miR-1271-5p	ARL10	175792502	175800503	+	16.04	15.23	5.52	20.94	7.14
hsa-mir-151a	MI0000809	chr8	-	141742663	141742752	intronic	22	sense	2598	hsa-miR-151a-5p	PTK2	141668481	142011412	-	1129.91	960.44	1073.93	1562.66	1043.44
hsa-mir-1236	MI0006326	chr6	-	31924616	31924717	intronic	3	sense	1	none	RDBP	3429620	3436620	-	0	0	0	0	0
hsa-mir-1307	MI0006444	chr10	-	105154010	105154158	intronic	1	sense	2008	hsa-miR-1307-3p	USMG5	105148809	105156270	-	276.02	130.14	41.38	212.9	63.9
hsa-mir-6502	MI0022214	chr12	+	66644862	66644937	exonic	12	sense	0	hsa-miR-6502-5p	IRAK3	66582978	66648394	+	0	4.04	0.39	0.32	2.5
hsa-let-7f-2	MI0000068	chrX	-	53584153	53584235	intronic	60	sense	108	none	HUWE1	53559057	53713697	-	0	0	0	0	0
hsa-mir-6742	MI0022587	chr1	-	228584749	228584810	intronic	4	sense	34	hsa-miR-6742-5p	TRIM11	228581377	228594517	-	0.22	0	0	0	0
hsa-mir-149	MI0000478	chr2	+	241395418	241395506	intronic	1	sense	19917	hsa-miR-149-3p	GPC1	241375115	241407495	+	0.45	0.24	0.39	2.54	0
hsa-mir-1912	MI0008333	chrX	+	113886019	113886098	intronic	2	sense	37680	hsa-miR-1912	HTR2C	113818551	114144624	+	1.11	0	0	5.39	0
hsa-mir-4285	MI0015891	chr7	+	101936369	101936453	intronic	1	sense	7820	none	SH2B2	101928405	101962178	+	0	0	0	0	0
hsa-mir-6764	MI0022609	chr14	+	100743694	100743754	intronic	4	sense	709	hsa-miR-6764-3p	YY1	100705102	100744804	+	0	0.24	0	0	0
hsa-mir-486-2	MI0023622	chr8	+	41517962	41518025	intronic	41	antisense	1294	hsa-miR-486-3p	ANK1	41510744	41754280	-	8.69	93.5	4.34	1.11	2.32
hsa-mir-6875	MI0022722	chr7	+	100465658	100465729	intronic	2	sense	48	hsa-miR-6875-5p	TRIP6	100464950	100471076	+	0	0	0.39	0.95	0.71
hsa-mir-4772	MI0017414	chr2	+	103048749	103048826	intronic	5	sense	7875	hsa-miR-4772-3p	IL18RAP	103035254	103069024	+	0	0.24	0	0	0
hsa-mir-362	MI0000762	chrX	+	49773572	49773636	intronic	3	sense	83648	hsa-miR-362-3p	CLCN5	49687225	49863892	+	0	1.43	9.46	0.48	5.89
hsa-mir-6764	MI0022609	chr14	+	100743694	100743754	intronic	4	sense	709	hsa-miR-6764-5p	YY1	100705102	100744804	+	0.22	0.24	0	0.48	0.18
hsa-mir-3121	MI0014137	chr1	-	180407449	180407525	intronic	3	sense	53879	hsa-miR-3121-3p	ACBD6	180257352	180472022	-	0	0.24	0	0.16	0
hsa-mir-6805	MI0022650	chr19	+	55899549	55899610	intronic	4	sense	133	hsa-miR-6805-5p	RPL28	55897300	55903451	+	0.22	0	0	0.16	0
hsa-mir-4800	MI0017448	chr4	-	2251804	2251883	exonic	6	sense	0	hsa-miR-4800-5p	MXD4	2249160	2263739	-	0	1.67	0.79	0.48	0.54
hsa-mir-25	MI0000082	chr7	-	99691183	99691266	intronic	13	sense	530	hsa-miR-25-3p	MCM7	99690404	99699427	-	482.75	832.21	340.9	271.92	682.18
hsa-mir-4714	MI0017348	chr15	+	99327655	99327731	intronic	2	sense	76319	hsa-miR-4714-3p	IGF1R	99192761	99507759	+	0	0	0	0.16	0
hsa-mir-642b	MI0016685	chr19	-	46178190	46178266	intronic	7	antisense	106	none	GIPR	46171502	46185717	+	0	0	0	0	0
hsa-mir-638	MI0003653	chr19	+	10829080	10829179	intronic	1	sense	1	none	DNM2	10828729	10942586	+	0	0	0	0	0
hsa-mir-149	MI0000478	chr2	+	241395418	241395506	intronic	1	sense	19917	hsa-miR-149-5p	GPC1	241375115	241407495	+	3581.78	174.39	78.43	2396.82	17.49
hsa-mir-6837	MI0022683	chr7	+	44091365	44091428	intronic	2	sense	1486	hsa-miR-6837-5p	DBNL	44084239	44101315	+	2.67	0	0.39	5.08	0.54
hsa-mir-3074	MI0014181	chr9	-	97848296	97848376	intronic	14	antisense	3295	hsa-miR-3074-5p	C9orf3	97488951	97849500	+	0.22	0.24	0.79	0.16	0
hsa-mir-7-1	MI0000263	chr9	-	86584663	86584772	intronic	16	sense	305	hsa-miR-7-5p	HNRNPK	86582998	86595569	-	359.34	20.46	191.93	310.79	25.52
hsa-mir-218-2	MI0000295	chr5	-	168195151	168195260	intronic	14	sense	4526	hsa-miR-218-2-3p	SLIT3	168093071	168728133	-	22.5	0	0	5.08	0
hsa-mir-2053	MI0010487	chr8	+	113655722	113655812	intronic	21	antisense	1526	none	CSMD3	113235159	114449242	-	0	0	0	0	0
hsa-mir-1301	MI0003815	chr2	-	25551509	25551590	intronic	1	sense	13709	hsa-miR-1301-3p	DNMT3A	25455830	25565459	-	21.16	1.9	1.18	27.29	4.28
hsa-mir-6832	MI0022677	chr6	+	31601564	31601635	intronic	17	sense	140	hsa-miR-6832-5p	PRRC2A	2968140	2985242	+	0	0	0	0.16	0
hsa-mir-3650	MI0016050	chr5	-	38557604	38557663	intronic	1	sense	37700	none	LIFR	38475065	38595507	-	0	0	0	0	0
hsa-mir-432	MI0003133	chr14	+	101350820	101350913	exonic	1	antisense	0	hsa-miR-432-3p	RTL1	101346992	101351184	-	0.22	0	0.79	0.48	0
hsa-mir-6874	MI0022721	chr7	-	5751471	5751541	intronic	12	sense	805	hsa-miR-6874-3p	RNF216	5659672	5821361	-	0.22	0.24	0	0.16	0
hsa-mir-577	MI0003584	chr4	+	115577915	115578010	intronic	2	sense	33057	hsa-miR-577	UGT8	115519611	115598202	+	7.8	1.19	4.34	370.44	31.77
hsa-mir-625	MI0003639	chr14	+	65937820	65937904	intronic	2	sense	15384	hsa-miR-625-5p	FUT8	65877310	66210839	+	14.93	4.28	21.28	27.13	2.32
hsa-mir-93	MI0000095	chr7	-	99691391	99691470	intronic	13	sense	326	hsa-miR-93-5p	MCM7	99690404	99699427	-	2098.76	2799.24	733.03	2396.03	2099.02
hsa-mir-1180	MI0006273	chr17	-	19247819	19247887	intronic	5	sense	2695	hsa-miR-1180-3p	B9D1	19240867	19281495	-	13.81	0.24	1.58	21.58	2.14
hsa-mir-548w	MI0014222	chr16	+	26036558	26036631	intronic	1	sense	332086	none	HS3ST4	25703347	26149009	+	0	0	0	0	0
hsa-mir-8055	MI0025891	chr8	-	6479645	6479741	intronic	13	antisense	433	none	MCPH1	6264113	6501140	+	0	0	0	0	0
hsa-mir-1231	MI0006321	chr1	+	201777739	201777830	intronic	19	sense	1	hsa-miR-1231	NAV1	201617450	201796102	+	1.34	0.95	0	0.16	0
hsa-mir-1295b	MI0019146	chr1	+	171070880	171070939	intronic	2	sense	8949	hsa-miR-1295b-3p	FMO3	171060018	171086959	+	0	0.24	0	0	0.36
hsa-mir-636	MI0003651	chr17	-	74732532	74732630	exonic	2	sense	0	none	SRSF2	74730197	74733493	-	0	0	0	0	0
hsa-mir-3919	MI0016425	chr3	+	159000435	159000523	intronic	1	sense	8763	none	SCHIP1	158991036	159615155	+	0	0	0	0	0
hsa-mir-671	MI0003760	chr7	+	150935507	150935624	exonic	4	sense	0	hsa-miR-671-3p	CHPF2	150929585	150935905	+	13.14	4.04	1.18	20.31	2.14
hsa-mir-486-1	MI0002470	chr8	-	41517959	41518026	intronic	41	sense	1293	hsa-miR-486-5p	ANK1	41510744	41754280	-	1183.38	2183.05	204.15	302.54	395.53
hsa-mir-6727	MI0022572	chr1	-	1247882	1247946	intronic	13	sense	27	hsa-miR-6727-5p	CPSF3L	1246965	1260067	-	0	0	0	0.16	0
hsa-mir-6793	MI0022638	chr19	+	10939649	10939711	intronic	18	sense	3752	hsa-miR-6793-3p	DNM2	10828729	10942586	+	0.22	0.24	0	0.32	0
hsa-mir-4646	MI0017273	chr6	-	31668806	31668868	intronic	3	sense	183	hsa-miR-4646-3p	ABHD16A	3034406	3050818	-	0.22	0	0	0	0
hsa-mir-876	MI0005542	chr9	-	28863624	28863704	intronic	2	sense	84112	hsa-miR-876-3p	LINGO2	27948084	29212998	-	0	0	0	0.16	0
hsa-mir-635	MI0003650	chr17	-	66420592	66420689	intronic	12	sense	1527	none	WIPI1	66417422	66453653	-	0	0	0	0	0
hsa-mir-874	MI0005532	chr5	-	136983261	136983338	intronic	8	sense	10482	hsa-miR-874-5p	KLHL3	136953189	137071779	-	21.61	2.14	1.18	8.09	0.89
hsa-mir-152	MI0000462	chr17	-	46114527	46114613	intronic	1	sense	420	hsa-miR-152-5p	COPZ2	46103533	46115152	-	0.22	4.04	0.39	0.32	2.5
hsa-mir-6862-1	MI0022709	chr16	-	28402303	28402372	intronic	10	sense	701	hsa-miR-6862-3p	EIF3C	28390903	28437775	-	0.22	0	0	0.32	0
hsa-mir-335	MI0000816	chr7	+	130135952	130136045	intronic	2	sense	589	hsa-miR-335-3p	MEST	130126016	130146138	+	4.9	37.11	14.19	30.94	20.88
hsa-mir-3065	MI0014228	chr17	+	79099677	79099755	intronic	7	antisense	472	hsa-miR-3065-5p	AATK	79091096	79139872	-	8.24	13.08	3.15	0.16	55.69
hsa-mir-6885	MI0022732	chr19	-	6389649	6389714	intronic	3	sense	2199	hsa-miR-6885-5p	GTF2F1	6379580	6393291	-	0.67	0	0	0.95	0.18
hsa-mir-499a	MI0003183	chr20	+	33578179	33578300	intronic	22	sense	66	hsa-miR-499a-5p	MYH7B	33543704	33590240	+	2.67	1770.04	10.25	5.24	5.53
hsa-mir-4419a	MI0016755	chr1	-	23384351	23384427	intronic	7	antisense	293	none	KDM1A	23345941	23410184	+	0	0	0	0	0
hsa-mir-6885	MI0022732	chr19	-	6389649	6389714	intronic	3	sense	2199	hsa-miR-6885-3p	GTF2F1	6379580	6393291	-	1.34	0	0	0.16	0
hsa-mir-4440	MI0016783	chr2	-	239990513	239990610	intronic	22	sense	12181	none	HDAC4	239969864	240322643	-	0	0	0	0	0
hsa-mir-3657	MI0016057	chr12	-	112475403	112475519	intronic	22	sense	1514	none	NAA25	112464493	112546635	-	0	0	0	0	0
hsa-mir-4436b-1	MI0017425	chr2	-	110844010	110844100	intronic	3	sense	1049	none	MALL	110841447	110874143	-	0	0	0	0	0
hsa-mir-920	MI0005712	chr12	+	24365355	24365429	intronic	5	antisense	848	none	SOX5	23685231	24715383	-	0	0	0	0	0
hsa-mir-3656	MI0016056	chr11	+	118889654	118889722	exonic	1	sense	0	hsa-miR-3656	TRAPPC4	118889241	118894385	+	0	0.48	0.39	0.16	0
hsa-mir-1273g	MI0018003	chr1	+	53405986	53406085	intronic	1	sense	12849	none	SCP2	53392901	53517289	+	0	0	0	0	0
hsa-mir-610	MI0003623	chr11	+	28078362	28078457	intronic	13	antisense	2016	hsa-miR-610	KIF18A	28042163	28129746	-	0	0.24	0	0	0
hsa-mir-578	MI0003585	chr4	+	166307394	166307489	intronic	1	sense	6714	none	CPE	166300097	166419482	+	0	0	0	0	0
hsa-mir-548f-4	MI0006377	chr7	-	147075109	147075213	intronic	9	antisense	77727	none	CNTNAP2	145813453	148118088	+	0	0	0	0	0
hsa-mir-3926-2	MI0016437	chr8	+	12584746	12584808	intronic	10	antisense	1602	hsa-miR-3926	LONRF1	12579406	12612992	-	0.22	0.71	0.79	0	1.61
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	hsa-miR-6833-3p	RNF5	3616843	3619251	+	0.22	0	0	0.16	0.18
hsa-mir-433	MI0001723	chr14	+	101348223	101348315	exonic	1	antisense	0	hsa-miR-433-5p	RTL1	101346992	101351184	-	2	0.71	0.79	2.7	0.36
hsa-mir-433	MI0001723	chr14	+	101348223	101348315	exonic	1	antisense	0	hsa-miR-433-3p	RTL1	101346992	101351184	-	253.07	3.33	7.88	271.76	1.61
hsa-mir-3684	MI0016085	chr4	+	99918538	99918611	intronic	1	sense	1520	none	METAP1	99916788	99983960	+	0	0	0	0	0
hsa-mir-490	MI0003125	chr7	+	136587914	136588041	intronic	2	sense	33749	hsa-miR-490-5p	CHRM2	136553399	136701771	+	11.36	24.5	0	16.18	0.18
hsa-mir-6782	MI0022627	chr17	-	42285139	42285207	intronic	17	sense	25	hsa-miR-6782-3p	UBTF	42282401	42298994	-	0	0	0	0.16	0
hsa-mir-103b-2	MI0007262	chr20	-	3898149	3898210	intronic	5	antisense	452	none	PANK2	3869486	3904502	+	0	0	0	0	0
hsa-mir-3653	MI0016053	chr22	-	29729147	29729256	intronic	16	sense	998	hsa-miR-3653	AP1B1	29723669	29784572	-	11.81	1.19	7.09	23.32	11.42
hsa-mir-4713	MI0017347	chr15	+	51534387	51534461	intronic	2	antisense	504	none	CYP19A1	51500254	51630795	-	0	0	0	0	0
hsa-mir-553	MI0003558	chr1	+	100746797	100746864	intronic	8	sense	3925	none	RTCA	100731714	100758325	+	0	0	0	0	0
hsa-mir-6862-1	MI0022709	chr16	-	28402303	28402372	intronic	10	sense	701	hsa-miR-6862-5p	EIF3C	28699879	28747050	+	0.89	0	0	0.48	0
hsa-mir-6791	MI0022636	chr19	-	6736723	6736789	intronic	1	sense	679	hsa-miR-6791-3p	GPR108	6729925	6737633	-	0.22	0	0	0	0
hsa-mir-4766	MI0017407	chr22	-	41209887	41209962	intronic	1	sense	5237	hsa-miR-4766-5p	SLC25A17	41165639	41215392	-	0.22	0.95	0	0.16	0.18
hsa-mir-6504	MI0022216	chr16	+	81644953	81645013	intronic	2	sense	3656	hsa-miR-6504-5p	CMIP	81478775	81745367	+	0	0	0	0.16	0
hsa-mir-548ax	MI0019286	chrX	-	11336734	11336806	intronic	1	sense	345555	none	ARHGAP6	11155663	11683821	-	0	0	0	0	0
hsa-mir-4765	MI0017406	chr2	+	32860322	32860398	intronic	3	sense	1250	none	TTC27	32853087	33046118	+	0	0	0	0	0
hsa-mir-147b	MI0005544	chr15	+	45725248	45725327	exonic	4	sense	0	hsa-miR-147b	C15orf48	45722727	45725647	+	0	0.48	2.36	0.79	0.18
hsa-mir-153-2	MI0000464	chr7	-	157367028	157367114	intronic	19	sense	2191	hsa-miR-153-5p	PTPRN2	157331750	158380482	-	0	0	0	0.16	0
hsa-mir-6759	MI0022604	chr12	-	58142401	58142465	intronic	7	sense	500	none	CDK4	58141510	58146230	-	0	0	0	0	0
hsa-mir-500a	MI0003184	chrX	+	49773039	49773122	intronic	3	sense	83115	hsa-miR-500a-3p	CLCN5	49687225	49863892	+	128.54	43.54	106.8	32.05	326.28
hsa-mir-4762	MI0017403	chr22	+	46156404	46156478	intronic	9	sense	19986	hsa-miR-4762-3p	ATXN10	46067678	46241187	+	0	0.24	0	0.16	0
hsa-mir-652	MI0003667	chrX	+	109298557	109298654	intronic	2	sense	51165	hsa-miR-652-3p	TMEM164	109245863	109421016	+	238.15	401.83	42.96	329.67	141.01
hsa-mir-6832	MI0022677	chr6	+	31601564	31601635	intronic	17	sense	140	hsa-miR-6832-5p	PRRC2A	3098067	3115170	+	0	0	0	0.16	0
hsa-mir-95	MI0000097	chr4	-	8007028	8007108	intronic	13	sense	2678	hsa-miR-95-3p	ABLIM2	7967037	8160559	-	115.17	30.69	8.67	101.37	11.07
hsa-mir-544b	MI0014159	chr3	+	124451286	124451363	intronic	1	sense	1812	none	UMPS	124449213	124468119	+	0	0	0	0	0
hsa-mir-1908	MI0008329	chr11	-	61582633	61582712	intronic	1	sense	1315	hsa-miR-1908-5p	FADS1	61567097	61584529	-	0	0	0.79	0.16	0
hsa-mir-188	MI0000484	chrX	+	49768109	49768194	intronic	3	sense	78185	hsa-miR-188-5p	CLCN5	49687225	49863892	+	2.23	1.43	5.52	0.63	16.06
hsa-mir-4653	MI0017281	chr7	+	100802754	100802836	intronic	4	sense	277	none	AP1S1	100797686	100804557	+	0	0	0	0	0
hsa-mir-585	MI0003592	chr5	-	168690605	168690698	intronic	1	sense	36819	hsa-miR-585-5p	SLIT3	168093071	168728133	-	0.22	0.24	0.39	0.16	0
hsa-mir-335	MI0000816	chr7	+	130135952	130136045	intronic	2	sense	589	hsa-miR-335-5p	MEST	130126016	130146138	+	1.11	138.23	137.94	52.19	44.62
hsa-mir-4511	MI0016877	chr15	-	66011584	66011670	intronic	12	sense	3516	hsa-miR-4511	DENND4A	65952957	66084631	-	0	0	0	0.16	0
hsa-mir-6891	MI0022738	chr6	-	31323001	31323093	intronic	4	sense	1	none	HLA-B	2655408	2658748	-	0	0	0	0	0
hsa-mir-511	MI0003127	2	chr10	+	18134036	18134122	0	5	++	none	NULL	MRC1	18098352	18200091	+	0	0	0	0	0
hsa-mir-4690	MI0017323	chr11	+	65403781	65403840	intronic	33	sense	3	hsa-miR-4690-3p	PCNXL3	65383783	65404910	+	0.22	0.24	0	0	0
hsa-mir-613	MI0003626	chr12	+	12917583	12917677	intronic	1	sense	38553	none	APOLD1	12878851	12944399	+	0	0	0	0	0
hsa-mir-6830	MI0022675	chr5	-	131553542	131553611	intronic	3	sense	627	hsa-miR-6830-3p	P4HA2	131528304	131563556	-	0	0.24	0	0	0.18
hsa-mir-4751	MI0017390	chr19	+	50436321	50436394	exonic	4	sense	0	hsa-miR-4751	ATF5	50431959	50437193	+	0	0	0	0.16	0
hsa-mir-24-1	MI0000080	chr9	+	97848303	97848370	intronic	14	sense	3302	hsa-miR-24-1-5p	C9orf3	97488951	97849500	+	1.11	39.25	2.76	5.39	9.28
hsa-mir-153-1	MI0000463	chr2	-	220158833	220158922	intronic	19	sense	775	hsa-miR-153-3p	PTPRN	220154345	220174295	-	0.89	1.43	26.8	10.31	1.43
hsa-mir-6505	MI0022217	chr12	+	48526580	48526650	intronic	4	sense	1404	hsa-miR-6505-3p	PFKM	48499656	48540187	+	0	0	0	0.16	0
hsa-mir-1225	MI0006311	chr16	-	2140196	2140285	intronic	45	sense	1	hsa-miR-1225-3p	PKD1	2138711	2185899	-	0.22	0	0.39	0.48	0
hsa-mir-4699	MI0017332	chr12	+	81552167	81552240	intronic	7	sense	6292	none	ACSS3	81471809	81649582	+	0	0	0	0	0
hsa-mir-6073	MI0020350	chr11	-	15991079	15991167	exonic	16	sense	0	none	SOX6	15987995	16497935	-	0	0	0	0	0
hsa-mir-6126	MI0021260	chr16	-	3535381	3535469	exonic	7	antisense	0	none	NAA60	3493668	3536963	+	0	0	0	0	0
hsa-mir-23b	MI0000439	chr9	+	97847490	97847586	intronic	14	sense	2489	hsa-miR-23b-5p	C9orf3	97488951	97849500	+	8.69	1.9	0.79	4.12	2.14
hsa-mir-4474	MI0016826	chr9	-	20502263	20502340	intronic	2	sense	118313	none	MLLT3	20344968	20622514	-	0	0	0	0	0
hsa-mir-6793	MI0022638	chr19	+	10939649	10939711	intronic	18	sense	3752	hsa-miR-6793-5p	DNM2	10828729	10942586	+	0.89	0	0	0.32	0
hsa-mir-4741	MI0017379	chr18	+	20513312	20513401	exonic	1	sense	0	hsa-miR-4741	RBBP8	20513295	20606449	+	0.67	0	0	0.16	0
hsa-mir-3194	MI0014239	chr20	-	50069442	50069514	intronic	6	sense	1571	hsa-miR-3194-3p	NFATC2	50003494	50179370	-	0	0	0.39	0	0.18
hsa-mir-4640	MI0017267	chr6	+	30858660	30858749	intronic	5	sense	1453	hsa-miR-4640-5p	DDR1	2233818	2241824	+	0.89	0	0	2.22	0
hsa-mir-1236	MI0006326	chr6	-	31924616	31924717	intronic	3	sense	1	none	RDBP	31919864	31926864	-	0	0	0	0	0
hsa-mir-511	MI0003127	chr10	+	17887107	17887193	intronic	5	sense	4302	hsa-miR-511-5p	MRC1	18098352	18200091	+	1.34	4.04	1.58	0.32	1.07
hsa-mir-4803	MI0017451	chr5	+	71465294	71465367	intronic	2	sense	53668	hsa-miR-4803	MAP1B	71403118	71505397	+	0	0.24	0.79	0	0.18
hsa-mir-6868	MI0022715	chr17	-	74094100	74094157	intronic	4	sense	3195	hsa-miR-6868-3p	EXOC7	74077086	74099868	-	7.57	0.95	0.39	3.97	1.78
hsa-mir-4326	MI0015866	chr20	+	61918160	61918218	intronic	13	sense	366	hsa-miR-4326	ARFGAP1	61904165	61921142	+	0.67	0.48	0.39	0.48	0.18
hsa-mir-4320	MI0015849	chr18	-	47652869	47652933	intronic	1	sense	68204	none	MYO5B	47349156	47721451	-	0	0	0	0	0
hsa-mir-4761	MI0017402	chr22	+	19951276	19951357	exonic	4	sense	0	none	COMT	19929263	19957498	+	0	0	0	0	0
hsa-mir-6744	MI0022589	chr11	+	1277835	1277900	intronic	38	sense	380	none	MUC5B	1244295	1283406	+	0	0	0	0	0
hsa-mir-648	MI0003663	chr22	-	18463634	18463727	intronic	1	sense	43320	none	MICAL3	18270416	18507325	-	0	0	0	0	0
hsa-mir-483	MI0002467	chr11	-	2155364	2155439	intronic	3	sense	1158	hsa-miR-483-5p	IGF2	2150347	2170833	-	0.67	3.57	4.73	0.63	1.78
hsa-mir-6507	MI0022219	chr10	-	100684256	100684325	intronic	2	sense	307780	hsa-miR-6507-5p	HPSE2	100216834	100995632	-	2.45	0	0.79	2.54	0.54
hsa-mir-6849	MI0022695	chr8	-	145625671	145625739	intronic	8	sense	9	none	CPSF1	145618446	145634733	-	0	0	0	0	0
hsa-mir-6741	MI0022586	chr1	-	226109780	226109842	intronic	3	sense	62	hsa-miR-6741-3p	PYCR2	226107577	226112040	-	1.34	0	0	0.48	0.18
hsa-mir-4261	MI0015868	chr2	-	10332740	10332797	intronic	2	antisense	50238	none	C2orf48	10281981	10350942	+	0	0	0	0	0
hsa-mir-1184-3	MI0015972	chrX	+	154687178	154687276	exonic	1	sense	0	none	F8A1	154686575	154688276	-	0	0	0	0	0
hsa-mir-378b	MI0014154	chr3	+	10371913	10371969	intronic	19	antisense	7891	hsa-miR-378b	ATP2B2	10365707	10547268	-	0.22	1.43	0	0	0
hsa-mir-6745	MI0022590	chr11	-	47201162	47201288	intronic	6	sense	449	none	PACSIN3	47199073	47208010	-	0	0	0	0	0
hsa-mir-3131	MI0014151	chr2	-	219923410	219923472	intronic	1	sense	1403	hsa-miR-3131	IHH	219919142	219925238	-	0	0	0	0	0.36
hsa-mir-185	MI0000482	chr22	+	20020662	20020743	intronic	1	sense	11893	hsa-miR-185-3p	C22orf25	20008631	20053447	+	11.58	9.04	1.97	13.8	1.96
hsa-mir-1292	MI0006433	chr20	+	2633423	2633488	exonic	2	sense	0	hsa-miR-1292-5p	NOP56	2633178	2639039	+	46.11	2.85	4.34	31.57	9.28
hsa-mir-6812	MI0022657	chr20	+	44054150	44054213	intronic	10	sense	931	none	PIGT	44044707	44054885	+	0	0	0	0	0
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-3p	ABCF1	1832805	1852944	+	0.45	0	0	0.32	0
hsa-mir-6794	MI0022639	chr19	+	12963074	12963141	intronic	9	sense	13	hsa-miR-6794-3p	MAST1	12949259	12985766	+	0.22	0	0	0	0
hsa-mir-3137	MI0014160	chr3	-	194855235	194855309	intronic	3	sense	21869	none	XXYLT1	194789013	194991895	-	0	0	0	0	0
hsa-mir-1911	MI0008332	chrX	+	113997744	113997823	intronic	4	sense	31728	hsa-miR-1911-3p	HTR2C	113818551	114144624	+	0.22	0	0	0	0
hsa-mir-4769	MI0017410	chrX	+	47446828	47446904	intronic	5	antisense	17473	hsa-miR-4769-5p	SYN1	47431300	47479256	-	0.22	0	0	0	0
hsa-mir-6735	MI0022580	chr1	+	43914210	43914282	intronic	68	sense	55	hsa-miR-6735-3p	SZT2	43855556	43919918	+	0.22	0.24	0	0.16	0
hsa-mir-4644	MI0017271	chr6	+	170639849	170639932	intronic	4	sense	211	hsa-miR-4644	FAM120B	170615844	170714237	+	0.45	0	0	0	0
hsa-mir-367	MI0000775	chr4	-	113569030	113569097	intronic	10	antisense	40	hsa-miR-367-3p	LARP7	113558120	113578748	+	0	0.48	0	0	0
hsa-mir-6758	MI0022603	chr12	+	57906471	57906533	intronic	14	sense	335	hsa-miR-6758-3p	MARS	57881736	57910438	+	0	0.24	0	0	0
hsa-mir-28	MI0000086	chr3	+	188406569	188406654	intronic	5	sense	79378	hsa-miR-28-3p	LPP	187871663	188608460	+	491.89	1548.55	298.73	294.13	1277.97
hsa-mir-191	MI0000465	chr3	-	49058051	49058142	intronic	1	sense	137	hsa-miR-191-3p	DALRD3	49052435	49058467	-	3.56	0.71	0	3.01	0.18
hsa-mir-6895	MI0022742	chrX	-	53224593	53224670	intronic	18	sense	428	hsa-miR-6895-3p	KDM5C	53220503	53254604	-	0	0	0	0.16	0
hsa-mir-548av	MI0019152	chr18	-	70520556	70520617	intronic	4	sense	5444	none	NETO1	70409549	70534810	-	0	0	0	0	0
hsa-mir-1266	MI0006403	chr15	-	52569314	52569397	intronic	4	sense	1673	hsa-miR-1266-3p	MYO5C	52484515	52587995	-	0	0.24	0	0	0
hsa-mir-6165	MI0021472	chr17	+	47588179	47588262	intronic	4	sense	153	none	NGFR	47572655	47592382	+	0	0	0	0	0
hsa-mir-5697	MI0019304	chr1	+	10027439	10027516	intronic	1	sense	23866	hsa-miR-5697	NMNAT1	10003486	10045556	+	0	0	0	0	0.18
hsa-mir-4796	MI0017443	chr3	-	114462292	114462372	intronic	5	sense	187	hsa-miR-4796-5p	ZBTB20	114056947	114866127	-	0	0.24	0	0.32	0
hsa-mir-190a	MI0000486	chr15	+	63116156	63116240	intronic	51	sense	3347	hsa-miR-190a-3p	TLN2	62939510	63136829	+	0	0.48	0.79	0.48	3.57
